"stockcode","tradingdate","openindex","closeindex","lowestindex","highestindex","totalvol"
"VN30","2020-07-01","770.23","786.82","770.02","787.38","94773223.00"
"VN30","2020-07-02","786.82","785.59","781.45","788.88","75138460.00"
"VN30","2020-07-03","785.81","789.87","785.59","790.30","60721312.00"
"VN30","2020-07-06","790.08","803.46","789.87","803.76","78408303.00"
"VN30","2020-07-08","805.67","805.06","801.57","807.09","76203810.00"
"VN30","2020-07-09","805.12","817.08","805.06","819.45","115197877.00"
"VN30","2020-07-10","816.76","809.02","806.67","817.67","91245270.00"
"VN30","2020-07-13","809.02","806.17","802.50","814.35","79061476.00"
"VN30","2020-07-14","806.17","805.37","798.21","806.17","79127404.00"
"VN30","2020-07-15","805.37","810.16","805.37","815.09","64989429.00"
"VN30","2020-07-16","810.16","819.83","809.41","819.83","71793249.00"
"VN30","2020-07-17","819.83","814.16","812.61","819.83","76604847.00"
"VN30","2020-07-20","814.16","803.36","803.36","814.16","79426520.00"
"VN30","2020-07-21","803.36","804.70","799.98","806.34","71662450.00"
"VN30","2020-07-22","804.70","797.85","797.82","806.93","85026427.00"
"VN30","2020-07-23","797.85","800.29","794.59","800.29","80566790.00"
"VN30","2020-07-24","800.29","772.29","760.56","800.29","145226300.00"
"VN30","2020-07-27","772.29","729.93","726.02","772.29","142652298.00"
"VN30","2020-07-28","729.93","756.17","729.93","757.50","111861366.00"
"VN30","2020-07-29","756.17","735.16","722.85","756.17","97116510.00"
"VN30","2020-07-30","735.16","746.02","735.16","746.74","62774611.00"
"VN30","2020-07-31","746.02","740.73","731.14","747.56","67812170.00"
"VN30","2020-08-03","740.73","757.86","738.64","758.30","80183860.00"
"VN30","2020-08-04","757.86","768.22","757.86","768.46","71643110.00"
"VN30","2020-08-05","768.22","780.71","761.26","782.09","111697444.00"
"VN30","2020-08-06","780.71","781.60","776.04","787.27","68023430.00"
"VN30","2020-08-10","782.15","784.30","782.15","791.67","85335270.00"
"VN30","2020-08-11","784.30","784.57","781.04","788.92","67152353.00"
"VN30","2020-08-12","784.57","788.42","784.23","790.01","85466650.00"
"VN30","2020-08-13","788.42","795.09","788.42","795.69","66854578.00"
"VN30","2020-08-14","795.09","791.98","789.12","801.61","87152160.00"
"VN30","2020-08-17","791.98","791.54","782.52","793.61","68015231.00"
"VN30","2020-08-18","791.54","786.95","784.93","792.13","58557540.00"
"VN30","2020-08-19","786.95","789.41","786.01","791.85","59855720.00"
"VN30","2020-08-20","789.41","786.11","783.57","793.35","94719040.00"
"VN30","2020-08-21","786.11","793.60","786.11","795.05","83707518.00"
"VN30","2020-08-24","793.60","809.69","793.46","810.17","113941421.00"
"VN30","2020-08-25","809.69","815.18","809.34","818.94","119595110.00"
"VN30","2020-08-26","815.18","812.36","811.45","816.68","96814910.00"
"VN30","2020-08-27","812.36","814.55","810.68","814.64","77384170.00"
"VN30","2020-08-31","821.93","823.93","820.66","831.76","89260791.00"
"VN30","2020-09-01","823.93","832.03","821.74","832.87","87082305.00"
"VN30","2020-09-03","832.03","843.64","832.03","844.27","135282157.00"
"VN30","2020-09-04","843.64","840.54","833.54","843.64","111895660.00"
"VN30","2020-09-07","840.54","824.36","824.36","843.80","114515010.00"
"VN30","2020-09-08","824.36","827.57","819.02","829.22","93343316.00"
"VN30","2020-09-09","827.50","824.42","816.51","828.38","92100820.00"
"VN30","2020-09-10","824.42","825.85","824.42","832.61","146183936.00"
"VN30","2020-09-11","825.85","825.56","821.97","827.83","78634600.00"
"VN30","2020-09-14","825.56","832.24","825.56","833.09","77163830.00"
"VN30","2020-09-15","832.24","833.33","831.13","835.42","109796440.00"
"VN30","2020-09-16","833.33","834.50","831.33","834.52","62135810.00"
"VN30","2020-09-17","834.50","831.84","829.08","837.76","107726810.00"
"VN30","2020-09-18","831.84","841.26","831.84","842.10","114635860.00"
"VN30","2020-09-22","851.54","852.72","846.03","854.69","135557800.00"
"VN30","2020-09-23","852.72","858.30","852.72","860.34","125434157.00"
"VN30","2020-09-24","858.30","853.21","852.29","858.89","103831198.00"
"VN30","2020-09-25","853.21","854.71","850.10","856.79","125520670.00"
"VN30","2020-09-28","854.71","863.31","854.71","863.98","169503454.00"
"VN30","2020-09-29","863.31","856.20","856.20","871.99","148850199.00"
"VN30","2020-09-30","856.20","858.54","852.54","860.10","115005042.00"
"VN30","2020-10-01","858.54","867.58","858.54","868.30","117342270.00"
"VN30","2020-10-02","867.58","861.51","850.61","870.80","168135120.00"
"VN30","2020-10-05","861.51","867.70","861.51","869.09","129130841.00"
"VN30","2020-10-06","867.70","871.37","866.12","872.39","156219930.00"
"VN30","2020-10-07","871.37","870.85","867.06","876.31","165098470.00"
"VN30","2020-10-08","870.85","869.82","864.55","873.13","148307202.00"
"VN30","2020-10-09","869.82","874.53","868.36","875.52","125756012.00"
"VN30","2020-10-13","874.90","878.35","872.36","879.25","118308081.00"
"VN30","2020-10-14","878.35","892.15","878.35","892.25","243947621.00"
"VN30","2020-10-15","896.50","899.20","893.94","901.71","184342727.00"
"VN30","2020-10-16","899.20","901.59","892.70","906.17","179181800.00"
"VN30","2020-10-19","901.59","903.51","899.61","906.16","160760079.00"
"VN30","2020-10-20","903.51","909.49","899.42","909.49","194150727.00"
"VN30","2020-10-21","909.49","906.10","905.08","918.14","176641410.00"
"VN30","2020-10-22","906.10","918.30","901.96","918.30","158587150.00"
"VN30","2020-10-23","918.30","930.30","918.30","930.59","205096127.00"
"VN30","2020-10-26","930.30","919.56","919.56","942.72","170799360.00"
"VN30","2020-10-27","919.56","915.46","914.72","926.52","214919458.00"
"VN30","2020-10-28","913.31","888.88","888.88","916.00","195798816.00"
"VN30","2020-10-29","888.88","886.68","879.74","894.19","154467300.00"
"VN30","2020-10-30","886.68","892.55","875.84","893.42","140892870.00"
"VN30","2020-11-03","899.27","902.14","897.30","904.78","113806589.00"
"VN30","2020-11-04","902.14","905.48","900.74","910.59","125417073.00"
"VN30","2020-11-05","905.48","903.64","903.64","913.20","110290254.00"
"VN30","2020-11-06","903.64","902.91","899.51","907.67","82499910.00"
"VN30","2020-11-09","902.91","917.42","902.91","917.42","118222970.00"
"VN30","2020-11-10","917.42","916.50","916.50","929.66","145545906.00"
"VN30","2020-11-11","916.50","916.68","910.39","919.95","121134143.00"
"VN30","2020-11-12","916.68","923.00","916.21","923.00","89398908.00"
"VN30","2020-11-13","923.00","931.20","923.00","931.20","128680880.00"
"VN30","2020-11-16","931.20","915.97","915.23","939.10","176443089.00"
"VN30","2020-11-17","915.97","934.65","915.97","934.65","137831581.00"
"VN30","2020-11-18","934.65","937.67","931.18","939.62","165763450.00"
"VN30","2020-11-19","937.67","944.92","936.32","945.06","175515186.00"
"VN30","2020-11-20","944.92","950.89","942.28","950.89","133240600.00"
"VN30","2020-11-24","960.03","959.61","948.67","964.53","194786360.00"
"VN30","2020-11-25","959.61","960.63","957.09","963.81","187819530.00"
"VN30","2020-11-26","960.63","964.16","953.46","964.16","181299982.00"
"VN30","2020-11-27","964.16","971.11","963.69","971.11","160510756.00"
"VN30","2020-11-30","971.11","965.89","965.89","975.46","197563674.00"
"VN30","2020-12-01","965.89","976.35","951.92","976.44","219363380.00"
"VN30","2020-12-02","976.35","979.95","973.58","981.28","210999920.00"
"VN30","2020-12-03","979.95","985.44","978.16","986.40","192410370.00"
"VN30","2020-12-04","985.44","984.34","983.03","988.68","189257728.00"
"VN30","2020-12-07","984.34","992.01","984.07","992.59","157135240.00"
"VN30","2020-12-08","992.01","993.61","988.71","996.64","161018770.00"
"VN30","2020-12-09","993.61","1004.03","993.61","1004.61","189972780.00"
"VN30","2020-12-10","1004.03","994.28","994.28","1008.60","194144694.00"
"VN30","2020-12-11","994.28","1008.65","994.28","1008.65","144866577.00"
"VN30","2020-12-15","1024.28","1013.02","1009.80","1025.34","184732684.00"
"VN30","2020-12-16","1013.02","1029.72","1013.02","1029.72","186285780.00"
"VN30","2020-12-17","1029.72","1016.95","1015.86","1029.72","238357816.00"
"VN30","2020-12-18","1016.95","1036.65","1016.95","1037.98","203375310.00"
"VN30","2020-12-21","1036.65","1049.71","1036.65","1052.85","206679318.00"
"VN30","2020-12-22","1049.71","1052.23","1043.80","1053.81","211881000.00"
"VN30","2020-12-23","1052.23","1045.70","1043.88","1058.91","211871276.00"
"VN30","2020-12-24","1045.70","1033.95","1013.90","1051.56","231034929.00"
"VN30","2020-12-25","1033.95","1052.13","1026.05","1052.16","171970070.00"
"VN30","2020-12-28","1052.13","1054.23","1047.45","1063.09","209852001.00"
"VN30","2020-12-29","1054.23","1058.39","1050.05","1062.61","186047634.00"
"VN30","2020-12-30","1058.39","1059.16","1055.25","1069.50","196502292.00"
"VN30","2020-12-31","1059.16","1070.77","1058.90","1074.02","138305310.00"
"VN30","2021-01-04","1070.77","1091.87","1070.77","1097.61","245008555.00"
"VN30","2021-01-05","1091.87","1104.30","1086.07","1104.78","205277506.00"
"VN30","2021-01-07","1113.72","1130.59","1113.72","1130.59","234555100.00"
"VN30","2021-01-08","1130.59","1147.86","1130.59","1156.38","237843360.00"
"VN30","2021-01-11","1147.86","1163.40","1147.86","1165.99","234552308.00"
"VN30","2021-01-12","1163.40","1169.03","1155.90","1169.27","209562210.00"
"VN30","2021-01-13","1169.03","1164.57","1161.87","1178.44","233239175.00"
"VN30","2021-01-14","1164.57","1168.99","1156.58","1169.97","240237030.00"
"VN30","2021-01-15","1168.99","1182.20","1168.99","1185.46","239332343.00"
"VN30","2021-01-18","1182.20","1173.34","1171.96","1188.53","206609200.00"
"VN30","2021-01-19","1173.34","1107.32","1098.47","1173.61","349185971.00"
"VN30","2021-01-20","1107.32","1116.21","1073.13","1121.97","271172032.00"
"VN30","2021-01-21","1116.21","1151.30","1114.26","1152.90","228179909.00"
"VN30","2021-01-22","1151.30","1156.58","1147.88","1164.45","220716100.00"
"VN30","2021-01-25","1156.58","1154.29","1149.26","1164.70","206256300.00"
"VN30","2021-01-26","1154.29","1125.09","1107.54","1155.32","243788400.00"
"VN30","2021-01-28","1083.63","1010.75","1008.53","1083.63","313704740.00"
"VN30","2021-01-29","1010.75","1048.31","978.85","1070.05","256451280.00"
"VN30","2021-02-01","1048.31","1029.86","1029.21","1068.93","191213710.00"
"VN30","2021-02-02","1029.86","1079.70","1025.18","1079.87","180039600.00"
"VN30","2021-02-03","1079.70","1117.98","1079.70","1122.04","230757945.00"
"VN30","2021-02-04","1117.98","1117.74","1103.11","1126.64","163569800.00"
"VN30","2021-02-05","1117.74","1135.50","1117.74","1135.50","161790865.00"
"VN30","2021-02-09","1092.59","1129.49","1089.85","1129.49","182668100.00"
"VN30","2021-02-17","1129.49","1174.91","1129.49","1169.88","161906607.00"
"VN30","2021-02-18","1174.91","1187.94","1162.48","1187.94","193512631.00"
"VN30","2021-02-19","1187.94","1180.59","1168.18","1188.61","175720267.00"
"VN30","2021-02-22","1180.59","1180.55","1172.71","1190.48","182458640.00"
"VN30","2021-02-23","1180.55","1182.47","1174.18","1191.74","206047847.00"
"VN30","2021-02-24","1182.47","1167.18","1161.13","1192.04","185827930.00"
"VN30","2021-02-25","1167.18","1169.82","1158.06","1175.19","164736716.00"
"VN30","2021-02-26","1169.82","1173.60","1153.41","1175.40","189444969.00"
"VN30","2021-03-01","1173.60","1191.83","1173.60","1192.85","204190300.00"
"VN30","2021-03-02","1191.83","1194.71","1188.01","1203.84","179667449.00"
"VN30","2021-03-03","1194.71","1195.60","1189.14","1198.36","165738392.00"
"VN30","2021-03-04","1195.60","1174.29","1164.76","1200.42","197138100.00"
"VN30","2021-03-05","1174.29","1173.83","1157.45","1174.80","216575176.00"
"VN30","2021-03-08","1173.83","1170.00","1164.78","1186.29","172528623.00"
"VN30","2021-03-09","1170.00","1163.00","1150.18","1170.00","169517503.00"
"VN30","2021-03-10","1163.00","1172.26","1154.29","1173.58","183227925.00"
"VN30","2021-03-11","1172.26","1188.71","1172.26","1190.47","179197900.00"
"VN30","2021-03-12","1188.71","1187.81","1184.64","1193.97","161577294.00"
"VN30","2021-03-15","1187.81","1190.86","1184.32","1194.29","160191400.00"
"VN30","2021-03-16","1190.86","1187.84","1177.05","1192.15","181989972.00"
"VN30","2021-03-17","1187.84","1193.45","1183.83","1193.45","223692942.00"
"VN30","2021-03-19","1211.54","1203.36","1201.17","1211.54","189256800.00"
"VN30","2021-03-22","1203.36","1198.54","1194.79","1207.28","182249116.00"
"VN30","2021-03-23","1198.54","1186.98","1182.22","1198.54","162465033.00"
"VN30","2021-03-24","1186.98","1165.61","1157.69","1186.98","243328265.00"
"VN30","2021-03-25","1165.61","1164.64","1159.25","1175.86","180748600.00"
"VN30","2021-03-26","1164.64","1167.19","1143.08","1170.75","179001130.00"
"VN30","2021-03-29","1167.19","1180.07","1167.19","1182.06","175821675.00"
"VN30","2021-03-30","1180.07","1190.86","1175.90","1192.90","232043200.00"
"VN30","2021-03-31","1190.86","1196.24","1189.47","1203.18","184393500.00"
"VN30","2021-04-01","1196.24","1226.16","1196.24","1227.56","236083600.00"
"VN30","2021-04-02","1226.16","1238.03","1226.16","1243.67","207848200.00"
"VN30","2021-04-05","1238.03","1249.90","1238.03","1256.12","233377800.00"
"VN30","2021-04-06","1249.90","1255.36","1245.16","1260.35","231827080.00"
"VN30","2021-04-07","1255.36","1257.77","1248.15","1257.77","226391227.00"
"VN30","2021-04-09","1251.81","1253.26","1245.26","1256.06","209347995.00"
"VN30","2021-04-12","1253.26","1278.19","1253.26","1279.52","282897500.00"
"VN30","2021-04-13","1278.19","1277.35","1276.74","1298.78","282760400.00"
"VN30","2021-04-14","1277.35","1290.77","1263.89","1290.77","211803000.00"
"VN30","2021-04-15","1290.77","1284.20","1283.98","1300.84","245570400.00"
"VN30","2021-04-16","1284.20","1276.87","1262.52","1291.37","258889118.00"
"VN30","2021-04-19","1276.87","1306.22","1271.52","1306.22","221771450.00"
"VN30","2021-04-20","1306.22","1312.68","1303.68","1331.56","257517232.00"
"VN30","2021-04-22","1312.68","1271.53","1271.53","1317.50","242860086.00"
"VN30","2021-04-23","1271.53","1301.39","1262.89","1301.39","257302940.00"
"VN30","2021-04-26","1301.39","1275.04","1269.78","1305.73","235957739.00"
"VN30","2021-04-27","1275.04","1283.81","1264.57","1283.95","183893300.00"
"VN30","2021-04-28","1283.81","1294.06","1280.54","1296.48","214859349.00"
"VN30","2021-04-29","1294.06","1312.28","1294.06","1312.62","256367700.00"
"VN30","2021-05-04","1312.28","1328.03","1285.90","1329.18","293611455.00"
"VN30","2021-05-05","1328.03","1346.89","1328.03","1360.76","289772511.00"
"VN30","2021-05-06","1346.89","1344.64","1337.28","1352.57","235840300.00"
"VN30","2021-05-07","1344.64","1340.73","1329.51","1347.80","299766800.00"
"VN30","2021-05-10","1340.73","1370.66","1335.39","1371.51","312453890.00"
"VN30","2021-05-11","1370.66","1359.19","1359.19","1382.06","273000700.00"
"VN30","2021-05-13","1380.17","1370.18","1370.18","1385.72","289971633.00"
"VN30","2021-05-14","1370.18","1380.02","1370.14","1386.09","263921396.00"
"VN30","2021-05-17","1380.02","1371.36","1371.22","1391.89","271886685.00"
"VN30","2021-05-18","1371.36","1378.59","1367.85","1381.36","259250850.00"
"VN30","2021-05-19","1378.59","1401.71","1378.43","1402.45","298463934.00"
"VN30","2021-05-20","1401.71","1424.92","1396.23","1424.92","289027449.00"
"VN30","2021-05-21","1424.92","1425.04","1412.78","1433.01","286671470.00"
"VN30","2021-05-25","1430.48","1444.01","1427.56","1445.60","224078633.00"
"VN30","2021-05-26","1444.01","1455.11","1440.60","1456.55","242858400.00"
"VN30","2021-05-27","1455.11","1437.38","1433.76","1457.46","277399224.00"
"VN30","2021-05-28","1437.38","1458.78","1433.55","1460.68","302505900.00"
"VN30","2021-05-31","1458.78","1474.78","1449.66","1475.09","302752280.00"
"VN30","2021-06-01","1474.78","1482.92","1473.28","1496.55","256538209.00"
"VN30","2021-06-02","1482.92","1478.85","1469.49","1488.93","283546605.00"
"VN30","2021-06-03","1478.85","1504.37","1478.85","1506.27","328467770.00"
"VN30","2021-06-04","1504.37","1508.35","1496.36","1509.38","344473700.00"
"VN30","2021-06-07","1508.35","1484.10","1472.10","1508.65","314318500.00"
"VN30","2021-06-08","1484.10","1438.97","1436.72","1493.36","341912280.00"
"VN30","2021-06-09","1438.97","1457.76","1426.04","1465.93","283832200.00"
"VN30","2021-06-10","1457.76","1451.18","1443.74","1464.40","258361856.00"
"VN30","2021-06-11","1451.18","1487.61","1448.46","1489.95","269872683.00"
"VN30","2021-06-14","1487.61","1495.51","1483.82","1504.32","262607466.00"
"VN30","2021-06-15","1495.51","1487.04","1481.03","1498.75","242456600.00"
"VN30","2021-06-16","1487.04","1465.58","1462.99","1487.68","247048206.00"
"VN30","2021-06-17","1463.98","1461.91","1445.39","1469.44","221731447.00"
"VN30","2021-06-18","1461.91","1481.30","1461.91","1484.89","214587094.00"
"VN30","2021-06-21","1481.30","1478.29","1473.11","1486.12","213490979.00"
"VN30","2021-06-22","1478.29","1489.24","1478.29","1498.12","223718900.00"
"VN30","2021-06-24","1489.53","1486.96","1482.38","1497.92","187739273.00"
"VN30","2021-06-25","1486.96","1500.30","1480.64","1500.94","199472371.00"
"VN30","2021-06-28","1500.30","1521.41","1500.30","1523.58","233849177.00"
"VN30","2021-06-29","1521.41","1529.97","1521.41","1536.96","208512322.00"
"VN30","2021-06-30","1529.97","1529.00","1528.10","1540.90","214502677.00"
"VN30","2021-07-01","1529.09","1545.14","1525.24","1545.14","266796233.00"
"VN30","2021-07-02","1546.54","1554.59","1546.54","1558.45","260692720.00"
"VN30","2021-07-05","1559.94","1557.41","1533.18","1560.44","324349128.00"
"VN30","2021-07-06","1557.92","1488.42","1488.42","1565.29","306239683.00"
"VN30","2021-07-07","1501.44","1538.77","1472.81","1538.77","325293263.00"
"VN30","2021-07-08","1530.40","1521.21","1509.90","1536.51","226136322.00"
"VN30","2021-07-09","1510.00","1494.43","1480.60","1526.35","295369700.00"
"VN30","2021-07-12","1488.29","1443.10","1406.14","1495.92","432821800.00"
"VN30","2021-07-13","1454.56","1440.87","1419.09","1457.05","190160000.00"
"VN30","2021-07-15","1402.36","1430.29","1402.36","1441.57","193921260.00"
"VN30","2021-07-16","1439.96","1438.05","1433.16","1446.36","174888700.00"
"VN30","2021-07-19","1403.96","1374.15","1367.61","1412.70","274171834.00"
"VN30","2021-07-20","1379.41","1411.02","1357.31","1411.02","225612276.00"
"VN30","2021-07-21","1415.71","1406.54","1402.42","1422.80","171749101.00"
"VN30","2021-07-22","1404.49","1428.48","1400.20","1432.43","169099481.00"
"VN30","2021-07-23","1422.07","1401.53","1401.53","1430.43","243381911.00"
"VN30","2021-07-26","1397.01","1403.96","1384.87","1409.94","157494718.00"
"VN30","2021-07-27","1415.50","1409.85","1408.80","1423.30","198435700.00"
"VN30","2021-07-28","1406.25","1407.50","1402.60","1415.39","136011670.00"
"VN30","2021-07-29","1419.55","1427.55","1413.59","1427.55","173997300.00"
"VN30","2021-07-30","1430.48","1447.23","1428.85","1451.45","234024000.00"
"VN30","2021-08-02","1443.60","1448.21","1438.35","1457.89","205994583.00"
"VN30","2021-08-03","1449.97","1469.87","1449.33","1469.87","231236033.00"
"VN30","2021-09-01","1425.35","1426.94","1423.08","1434.73","201004404.00"
"VN30","2021-08-06","1488.11","1476.79","1476.79","1491.52","218706070.00"
"VN30","2021-09-06","1433.03","1441.54","1429.55","1441.92","214628361.00"
"VN30","2021-09-07","1446.00","1444.10","1441.73","1454.82","210559600.00"
"VN30","2021-09-08","1447.43","1433.71","1431.64","1448.44","157997664.00"
"VN30","2016-03-04","579.08","580.94","577.53","583.73","44022270.00"
"VN30","2021-09-10","1451.78","1448.33","1447.48","1453.67","158240540.00"
"VN30","2021-09-13","1450.00","1444.99","1444.71","1454.72","170678600.00"
"VN30","2021-09-14","1444.24","1438.16","1436.98","1448.71","162195300.00"
"VN30","2021-09-15","1433.17","1444.85","1432.76","1447.64","143417910.00"
"VN30","2021-09-16","1452.89","1448.98","1442.77","1454.23","146463300.00"
"VN30","2021-09-17","1452.31","1455.59","1448.98","1459.94","213580800.00"
"VN30","2021-09-20","1468.11","1458.66","1455.09","1474.66","196372000.00"
"VN30","2021-09-22","1449.44","1453.22","1440.02","1454.19","130593200.00"
"VN30","2021-09-23","1456.46","1458.23","1453.02","1466.00","147578410.00"
"VN30","2021-09-24","1460.63","1459.94","1456.89","1464.12","152648727.00"
"VN30","2021-09-27","1462.86","1439.20","1439.20","1464.50","168247437.00"
"VN30","2021-09-28","1433.70","1451.12","1430.89","1454.79","159828245.00"
"VN30","2021-09-29","1450.73","1450.52","1440.59","1453.66","177746655.00"
"VN30","2021-09-30","1452.76","1453.76","1450.52","1461.94","132810278.00"
"VN30","2021-10-01","1450.90","1441.83","1438.52","1453.76","188812300.00"
"VN30","2021-10-04","1442.87","1443.61","1433.05","1446.75","220195000.00"
"VN30","2021-10-05","1446.77","1456.21","1443.61","1456.37","152940400.00"
"VN30","2021-10-06","1461.98","1461.72","1453.90","1461.98","157608000.00"
"VN30","2021-10-07","1467.95","1462.74","1460.87","1470.64","142851700.00"
"VN30","2021-10-08","1466.78","1476.54","1463.07","1476.54","137767900.00"
"VN30","2021-10-11","1481.29","1510.27","1480.31","1510.98","211043700.00"
"VN30","2021-10-12","1514.78","1509.57","1504.24","1517.21","174564674.00"
"VN30","2021-10-15","1508.37","1504.84","1499.70","1512.61","151731800.00"
"VN30","2021-10-18","1508.88","1510.49","1505.39","1517.70","167733700.00"
"VN30","2021-10-19","1512.10","1507.19","1503.89","1513.83","142509300.00"
"VN30","2021-10-20","1510.38","1505.03","1486.26","1516.74","182022000.00"
"VN30","2021-10-21","1509.05","1489.26","1489.26","1510.20","166371200.00"
"VN30","2021-10-22","1495.32","1488.71","1486.57","1498.25","127282900.00"
"VN30","2021-10-25","1492.35","1476.97","1476.97","1492.35","202649000.00"
"VN30","2021-10-26","1474.36","1482.62","1467.02","1483.65","143685900.00"
"VN30","2021-10-27","1482.62","1516.46","1485.12","1516.46","201353000.00"
"VN30","2021-10-28","1522.11","1529.26","1513.12","1530.77","206854490.00"
"VN30","2021-10-29","1529.42","1532.35","1521.04","1534.51","205017310.00"
"VN30","2021-11-01","1534.17","1516.75","1514.11","1534.88","257969720.00"
"VN30","2021-11-02","1514.91","1521.35","1514.91","1522.90","186412200.00"
"VN30","2021-11-03","1526.38","1530.65","1519.39","1537.59","338104500.00"
"VN30","2021-11-04","1531.92","1528.21","1524.54","1535.90","179991134.00"
"VN30","2021-11-09","1539.25","1527.13","1524.20","1542.75","210505900.00"
"VN30","2021-11-10","1530.69","1523.79","1518.89","1531.70","204461200.00"
"VN30","2021-11-11","1524.73","1514.36","1503.77","1526.72","258427300.00"
"VN30","2021-11-12","1514.96","1527.94","1504.52","1529.47","152556600.00"
"VN30","2021-11-15","1534.16","1528.68","1521.94","1534.44","232161500.00"
"VN30","2021-11-16","1527.11","1517.22","1513.50","1530.32","214948000.00"
"VN30","2021-11-17","1517.67","1519.58","1513.65","1522.50","165538300.00"
"VN30","2021-11-18","1522.39","1503.42","1503.42","1523.19","271744141.00"
"VN30","2021-11-19","1507.45","1500.05","1486.59","1521.63","332061357.00"
"VN30","2021-11-22","1503.19","1517.04","1502.32","1530.43","282189400.00"
"VN30","2021-11-23","1518.39","1533.12","1513.28","1533.12","187320735.00"
"VN30","2021-11-24","1534.87","1565.29","1530.61","1567.77","371792500.00"
"VN30","2021-11-25","1573.29","1572.46","1567.67","1579.56","272412375.00"
"VN30","2021-11-26","1575.55","1566.55","1564.39","1587.00","286506800.00"
"VN30","2021-11-29","1541.22","1553.04","1541.22","1558.86","278486019.00"
"VN30","2021-12-03","1551.11","1503.98","1501.32","1551.97","242463313.00"
"VN30","2021-12-06","1507.45","1480.92","1464.91","1515.47","264304900.00"
"VN30","2021-12-07","1493.07","1512.62","1488.13","1512.62","175829500.00"
"VN30","2021-12-08","1515.59","1516.16","1508.69","1523.55","176054000.00"
"VN30","2021-12-09","1509.40","1529.61","1509.40","1529.61","141320100.00"
"VN30","2021-12-10","1528.17","1519.46","1516.01","1533.23","172565800.00"
"VN30","2021-12-13","1523.67","1520.80","1515.92","1526.53","166213200.00"
"VN30","2021-12-14","1518.39","1516.44","1512.26","1529.93","170665700.00"
"VN30","2021-12-15","1516.91","1519.42","1512.18","1525.14","150689400.00"
"VN30","2021-12-16","1526.63","1510.17","1501.74","1526.75","187576000.00"
"VN30","2021-12-17","1513.36","1513.56","1480.04","1520.97","220350000.00"
"VN30","2021-12-20","1519.69","1513.60","1509.54","1521.62","180132400.00"
"VN30","2021-12-21","1511.91","1511.48","1506.57","1517.57","175784000.00"
"VN30","2021-12-22","1514.98","1504.12","1498.96","1519.74","220183200.00"
"VN30","2021-12-23","1504.61","1477.37","1470.94","1506.43","241493800.00"
"VN30","2022-01-11","1516.70","1499.74","1497.78","1519.84","187023400.00"
"VN30","2021-12-29","1525.44","1515.94","1511.05","1528.90","154782700.00"
"VN30","2021-12-30","1515.75","1519.62","1515.75","1526.20","145697200.00"
"VN30","2021-12-31","1523.58","1535.71","1523.41","1537.32","183408500.00"
"VN30","2022-01-04","1536.45","1558.87","1536.45","1562.54","207489800.00"
"VN30","2022-01-05","1559.33","1546.01","1541.47","1562.71","222221200.00"
"VN30","2022-01-06","1542.47","1544.95","1539.43","1554.97","231961100.00"
"VN30","2022-01-07","1548.77","1532.24","1528.84","1550.47","200626600.00"
"VN30","2022-01-10","1531.13","1514.70","1513.36","1537.71","200034100.00"
"VN30","2022-01-12","1498.63","1530.04","1484.99","1530.96","282093000.00"
"VN30","2022-01-13","1538.93","1526.43","1522.53","1548.49","308816900.00"
"VN30","2022-01-14","1523.96","1523.57","1513.17","1530.20","135949400.00"
"VN30","2022-01-17","1524.18","1478.61","1476.01","1529.28","290137800.00"
"VN30","2022-01-18","1474.07","1477.06","1464.41","1489.13","214017600.00"
"VN30","2022-01-19","1479.74","1482.55","1475.06","1491.00","142261000.00"
"VN30","2022-01-25","1471.56","1516.16","1466.07","1516.92","191549000.00"
"VN30","2022-01-26","1519.90","1525.31","1516.05","1533.61","236863500.00"
"VN30","2022-01-27","1520.82","1516.57","1507.26","1528.81","158584300.00"
"VN30","2022-01-28","1515.85","1532.24","1515.85","1535.57","194567300.00"
"VN30","2022-02-07","1548.38","1541.25","1539.66","1555.01","182867100.00"
"VN30","2022-02-08","1539.49","1550.46","1537.16","1555.01","218959100.00"
"VN30","2022-02-09","1554.59","1552.44","1551.60","1570.32","230550700.00"
"VN30","2022-02-10","1554.98","1548.95","1536.02","1557.89","225002900.00"
"VN30","2022-02-11","1544.76","1545.92","1540.50","1549.37","167675800.00"
"VN30","2022-02-14","1530.22","1505.07","1505.07","1536.77","254064100.00"
"VN30","2022-02-15","1508.25","1527.36","1506.69","1530.59","180952200.00"
"VN30","2022-02-16","1534.39","1521.47","1517.52","1534.50","122057100.00"
"VN30","2022-02-17","1521.37","1540.51","1521.37","1541.04","146568200.00"
"VN30","2022-02-18","1525.21","1531.47","1523.88","1534.46","155104600.00"
"VN30","2022-02-21","1529.82","1533.40","1522.48","1537.56","163183400.00"
"VN30","2022-02-24","1537.50","1522.04","1503.22","1539.97","275311400.00"
"VN30","2022-02-25","1532.27","1526.50","1526.27","1540.13","198105100.00"
"VN30","2022-02-28","1525.58","1517.18","1512.45","1533.32","193571200.00"
"VN30","2022-03-01","1521.44","1520.12","1515.49","1525.00","187030700.00"
"VN30","2022-03-02","1516.31","1498.61","1495.16","1517.49","291452900.00"
"VN30","2022-03-03","1507.53","1522.49","1502.41","1522.49","244078000.00"
"VN30","2022-03-04","1525.23","1525.34","1519.97","1529.93","220071600.00"
"VN30","2022-03-07","1514.76","1509.12","1505.79","1518.32","222534800.00"
