signal_date,fill_date,ticker,detector,fill_price,window_id,days_since_buy
2021-05-21,2021-05-24,EIB,C,16914.790679192018,16,3
2021-12-22,2021-12-23,EIB,C,17986.168975570785,18,20
2023-12-07,2023-12-08,EIB,C,17611.805929919134,21,17
2024-05-20,2024-05-21,EIB,C,17059.999999999996,23,3
2024-07-03,2024-07-04,EIB,C,17657.789757412396,24,16
2024-09-26,2024-09-27,EIB,C,18050.0,25,2
2025-05-21,2025-05-22,EIB,C,20250.0,27,2
2020-12-02,2020-12-03,EVF,A,5742.3768594245885,13,10
2021-03-31,2021-04-01,EVF,A,7920.5198061028805,15,10
2021-06-01,2021-06-02,EVF,A,8448.554459843072,16,10
2021-09-20,2021-09-21,EVF,A,9862.716233652998,17,3
2021-12-08,2021-12-09,EVF,A,15552.744829991265,18,10
2023-11-16,2023-11-17,EVF,A,14726.933333333329,21,2
2019-07-17,2019-07-18,EVF,C,4608.923163033997,10,10
2020-05-12,2020-05-13,EVF,C,4752.311883661728,11,16
2020-08-24,2020-08-25,EVF,C,4488.294556791632,12,1
2020-11-27,2020-11-30,EVF,C,5214.3422056843965,13,7
2021-03-02,2021-03-03,EVF,C,6204.407181447256,14,1
2021-03-31,2021-04-01,EVF,C,7920.5198061028805,15,10
2021-05-27,2021-05-28,EVF,C,7524.493815797736,16,7
2021-09-16,2021-09-17,EVF,C,9331.646897994759,17,1
2021-11-30,2021-12-01,EVF,C,14035.403870967726,18,4
2022-12-22,2022-12-23,EVF,C,7297.361290322583,19,14
2023-04-10,2023-04-11,EVF,C,6825.4361290322595,20,19
2023-11-16,2023-11-17,EVF,C,14726.933333333329,21,2
2024-05-22,2024-05-23,EVF,C,14819.555555555551,23,5
2024-06-17,2024-06-18,EVF,C,14541.688888888884,24,4
2025-04-02,2025-04-03,EVF,C,10050.0,26,19
2025-05-22,2025-05-23,EVF,C,10500.0,27,3
2015-10-27,2015-10-28,FPT,A,8937.385482077923,4,14
2017-03-23,2017-03-24,FPT,A,10716.626745380821,6,3
2017-05-30,2017-05-31,FPT,A,11012.915863458344,7,7
2017-09-21,2017-09-22,FPT,A,12952.35412450147,8,14
2018-04-10,2018-04-11,FPT,A,16921.623936848693,9,17
2019-07-19,2019-07-22,FPT,A,17185.773218389,10,12
2020-09-18,2020-09-21,FPT,A,22155.395442957393,12,19
2020-11-19,2020-11-20,FPT,A,23796.53584613942,13,1
2021-03-16,2021-03-17,FPT,A,35198.14285771983,14,11
2021-04-09,2021-04-12,FPT,A,35586.83400584189,15,17
2021-05-20,2021-05-21,FPT,A,40726.194742122454,16,2
2021-10-08,2021-10-11,FPT,A,50245.20655599555,17,17
2024-03-13,2024-03-14,FPT,A,86725.28756613594,22,7
2024-06-04,2024-06-05,FPT,A,102460.2553523969,23,14
2024-06-21,2024-06-24,FPT,A,114403.57821643293,24,8
2024-10-10,2024-10-11,FPT,A,120335.61560543315,25,12
2014-04-08,2014-04-10,FPT,C,8557.231478036032,1,15
2014-07-03,2014-07-04,FPT,C,7306.79096275964,2,14
2015-01-12,2015-01-13,FPT,C,7534.782928195657,3,2
2015-10-12,2015-10-13,FPT,C,8510.026093122015,4,3
2016-09-27,2016-09-28,FPT,C,10528.809575616415,5,1
2017-03-23,2017-03-24,FPT,C,10716.626745380821,6,3
2017-05-23,2017-05-24,FPT,C,10871.299708716215,7,2
2017-09-12,2017-09-13,FPT,C,12612.877101077036,8,7
2018-04-05,2018-04-06,FPT,C,16764.942233729726,9,14
2019-07-19,2019-07-22,FPT,C,17185.773218389,10,12
2020-05-08,2020-05-11,FPT,C,19524.950696363958,11,14
2020-08-24,2020-08-25,FPT,C,20989.321998591215,12,1
2020-11-19,2020-11-20,FPT,C,23796.53584613942,13,1
2021-03-16,2021-03-17,FPT,C,35198.14285771983,14,11
2021-04-09,2021-04-12,FPT,C,35586.83400584189,15,17
2021-05-19,2021-05-20,FPT,C,39214.61805498111,16,1
2021-09-17,2021-09-20,FPT,C,48722.624539147204,17,2
2021-11-25,2021-11-26,FPT,C,50803.48662883995,18,1
2022-12-05,2022-12-06,FPT,C,48686.14360360532,19,1
2023-04-03,2023-04-04,FPT,C,50302.79715876974,20,14
2023-12-04,2023-12-05,FPT,C,68648.37108610592,21,14
2024-03-13,2024-03-14,FPT,C,86725.28756613594,22,7
2024-05-21,2024-05-22,FPT,C,100923.35152211096,23,4
2024-06-19,2024-06-20,FPT,C,112708.7103910043,24,6
2024-09-25,2024-09-26,FPT,C,114403.57821643293,25,1
2025-06-11,2025-06-12,FPT,C,101212.13731548238,27,17
2020-12-14,2020-12-15,FRT,A,12472.834265318272,13,18
2024-03-11,2024-03-12,FRT,A,123280.0,22,5
2019-07-10,2019-07-11,FRT,C,21694.477540154698,10,5
2020-04-22,2020-04-23,FRT,C,9508.701886972056,11,4
2020-08-24,2020-08-25,FRT,C,10895.387578822148,12,1
2020-11-30,2020-12-01,FRT,C,11188.866032123744,13,8
2021-03-17,2021-03-18,FRT,C,14330.0026026175,14,12
2021-06-15,2021-06-16,FRT,C,12839.682331945281,16,20
2021-09-16,2021-09-17,FRT,C,21024.979818560398,17,1
2021-12-01,2021-12-02,FRT,C,28293.157138607992,18,5
2023-11-17,2023-11-20,FRT,C,80000.0,21,3
2024-03-11,2024-03-12,FRT,C,123280.0,22,5
2024-05-24,2024-05-27,FRT,C,128800.0,23,7
2024-06-21,2024-06-24,FRT,C,142400.0,24,8
2024-10-10,2024-10-11,FRT,C,144000.0,25,12
2025-05-27,2025-05-28,FRT,C,136000.0,27,6
2018-04-09,2018-04-10,FTS,A,4611.782505646221,9,16
2021-05-20,2021-05-21,FTS,A,9837.23140165165,16,2
2024-03-13,2024-03-14,FTS,A,40043.40727436009,22,7
2024-05-21,2024-05-22,FTS,A,41686.806615776055,23,4
2025-03-11,2025-03-12,FTS,A,46667.68447837148,26,3
2017-06-15,2017-06-16,FTS,C,3263.308088790601,7,19
2017-09-22,2017-09-25,FTS,C,3141.945391273595,8,15
2018-03-23,2018-03-26,FTS,C,4072.3927389039727,9,5
2019-07-19,2019-07-22,FTS,C,4931.437260854934,10,12
2020-05-12,2020-05-13,FTS,C,4396.91084446856,11,16
2020-08-28,2020-08-31,FTS,C,5272.756031285285,12,5
2020-12-08,2020-12-09,FTS,C,5312.104956891891,13,14
2021-03-09,2021-03-10,FTS,C,7082.806609189188,14,6
2021-04-09,2021-04-12,FTS,C,7377.923551238738,15,17
2021-05-25,2021-05-26,FTS,C,10230.720657717717,16,5
2023-03-15,2023-03-16,FTS,C,11800.237147714995,20,1
2023-12-04,2023-12-05,FTS,C,28348.189911689842,21,14
2024-03-05,2024-03-06,FTS,C,39217.11474330187,22,1
2024-05-21,2024-05-22,FTS,C,41686.806615776055,23,4
2024-09-25,2024-09-26,FTS,C,41103.46055979642,25,1
2025-03-31,2025-04-01,FTS,C,45590.73791348598,26,17
2021-10-01,2021-10-04,GAS,A,71084.26660156494,17,12
2014-03-24,2014-03-25,GAS,C,38533.03734835774,1,4
2014-06-24,2014-06-25,GAS,C,49510.86229427866,2,7
2015-11-04,2015-11-05,GAS,C,23720.685643684505,4,20
2016-09-27,2016-09-28,GAS,C,35629.3121183127,5,1
2017-05-22,2017-05-23,GAS,C,31559.40255222874,7,1
2017-09-01,2017-09-05,GAS,C,35455.62508954092,8,1
2018-03-22,2018-03-23,GAS,C,73816.98722799296,9,4
2019-07-16,2019-07-17,GAS,C,63915.48537542598,10,9
2020-05-12,2020-05-13,GAS,C,45037.9183486897,11,16
2020-08-28,2020-08-31,GAS,C,48396.31464246926,12,5
2020-11-19,2020-11-20,GAS,C,53014.78015270491,13,1
2021-03-05,2021-03-08,GAS,C,61796.36950315296,14,4
2021-06-02,2021-06-03,GAS,C,57893.44090295382,16,11
2021-09-16,2021-09-17,GAS,C,61829.899817587626,17,1
2024-03-05,2024-03-06,GAS,C,68010.42478871671,22,1
2024-05-23,2024-05-24,GAS,C,68952.63470392564,23,6
2025-03-18,2025-03-19,GAS,C,65038.24383164004,26,8
2025-05-23,2025-05-26,GAS,C,59390.9288824383,27,4
2024-06-03,2024-06-04,GEE,A,23940.069540437475,23,13
2024-06-18,2024-06-19,GEE,A,26220.076163336293,24,5
2025-03-11,2025-03-12,GEE,A,55563.72752178801,26,3
2025-05-23,2025-05-26,GEE,A,98518.82052453348,27,4
2022-12-14,2022-12-15,GEE,C,17680.46467916737,19,8
2023-03-23,2023-03-24,GEE,C,17680.46467916737,20,7
2024-03-28,2024-03-29,GEE,C,23790.44410580974,22,18
2024-05-17,2024-05-20,GEE,C,22294.189759532397,23,2
2024-06-13,2024-06-14,GEE,C,25460.073955703356,24,2
2025-03-25,2025-03-26,GEE,C,56659.350317992285,26,13
2025-05-23,2025-05-26,GEE,C,98518.82052453348,27,4
2017-09-11,2017-09-12,GEX,A,8961.384570665383,8,6
2020-09-01,2020-09-03,GEX,A,15704.073835754134,12,7
2021-04-07,2021-04-08,GEX,A,18475.38098324016,15,15
2025-04-02,2025-04-03,GEX,A,22455.47902555218,26,19
2025-05-21,2025-05-22,GEX,A,32489.36170212767,27,2
2017-03-31,2017-04-03,GEX,C,6707.223131951294,6,9
2017-09-07,2017-09-08,GEX,C,8611.67200205405,8,4
2018-03-30,2018-04-02,GEX,C,16904.973599664747,9,10
2019-07-24,2019-07-25,GEX,C,12817.295557122861,10,15
2020-04-23,2020-04-24,GEX,C,10689.327568874663,11,5
2020-08-25,2020-08-26,GEX,C,14549.362524301625,12,2
2020-12-15,2020-12-16,GEX,C,13988.502744453262,13,19
2021-03-18,2021-03-19,GEX,C,15374.156318196276,14,13
2021-03-30,2021-03-31,GEX,C,15836.040842777278,15,9
2021-05-24,2021-05-25,GEX,C,17452.63667881079,16,4
2021-10-12,2021-10-13,GEX,C,20042.489191639994,17,19
2021-11-30,2021-12-01,GEX,C,40459.55841651578,18,4
2022-12-16,2022-12-19,GEX,C,15000.996234282808,19,10
2023-04-03,2023-04-04,GEX,C,12148.046030216752,20,14
2023-11-22,2023-11-23,GEX,C,21351.111204623383,21,6
2024-03-22,2024-03-25,GEX,C,23145.708913632676,22,14
2024-05-17,2024-05-20,GEX,C,21443.14185636745,23,2
2024-07-09,2024-07-10,GEX,C,21811.264463343716,24,20
2024-09-30,2024-10-01,GEX,C,20016.666754334423,25,4
2025-03-20,2025-03-21,GEX,C,21949.310440959813,26,10
2025-05-21,2025-05-22,GEX,C,32489.36170212767,27,2
2015-10-08,2015-10-09,GMD,A,11818.590652167839,4,1
2017-06-16,2017-06-19,GMD,A,22379.78989284562,7,20
2020-11-27,2020-11-30,GMD,A,20956.523524833967,13,7
2024-03-13,2024-03-14,GMD,A,65583.21417461798,22,7
2024-06-10,2024-06-11,GMD,A,69837.69440871192,23,18
2014-07-07,2014-07-08,GMD,C,10426.425838503981,2,16
2015-01-27,2015-01-28,GMD,C,9423.770967386461,3,13
2015-10-08,2015-10-09,GMD,C,11818.590652167839,4,1
2016-09-29,2016-09-30,GMD,C,15175.336982135042,5,3
2017-05-26,2017-05-29,GMD,C,21894.383491060154,7,5
2017-09-01,2017-09-05,GMD,C,21919.931196417285,8,1
2019-07-05,2019-07-08,GMD,C,18061.11691769258,10,2
2020-04-17,2020-04-20,GMD,C,13080.425142850418,11,1
2020-08-26,2020-08-27,GMD,C,16634.88849688586,12,3
2020-12-01,2020-12-02,GMD,C,21474.882763964135,13,9
2021-03-16,2021-03-17,GMD,C,24288.832919242195,14,11
2021-03-30,2021-03-31,GMD,C,25066.37177793745,15,9
2021-05-20,2021-05-21,GMD,C,28731.9121117865,16,2
2021-10-07,2021-10-08,GMD,C,37968.98885324785,17,16
2022-12-06,2022-12-07,GMD,C,37754.51966934877,19,2
2023-03-27,2023-03-28,GMD,C,40479.07263517806,20,9
2024-03-07,2024-03-08,GMD,C,64218.56957122935,22,3
2024-05-30,2024-05-31,GMD,C,66867.58556604257,23,11
2024-06-26,2024-06-27,GMD,C,67028.13198997064,24,11
2025-05-26,2025-05-27,GMD,C,54196.4573268921,27,5
2019-07-22,2019-07-23,GVR,A,12277.658819071232,10,13
2024-03-12,2024-03-13,GVR,A,31454.674301264244,22,6
2024-05-30,2024-05-31,GVR,A,35264.401934026064,23,11
2024-07-09,2024-07-10,GVR,A,37266.951074323944,24,20
2019-07-05,2019-07-08,GVR,C,11845.346888822243,10,2
2020-05-07,2020-05-08,GVR,C,10922.774833418538,11,13
2020-08-27,2020-08-28,GVR,C,10791.701535417515,12,4
2020-12-04,2020-12-07,GVR,C,18856.158659796238,13,12
2021-03-12,2021-03-15,GVR,C,28422.209882327013,14,9
2021-05-24,2021-05-25,GVR,C,25662.772029673906,16,4
2021-11-30,2021-12-01,GVR,C,36077.42457033239,18,4
2022-12-16,2022-12-19,GVR,C,15162.140200916045,19,10
2023-03-31,2023-04-03,GVR,C,15114.158744584032,20,13
2023-12-04,2023-12-05,GVR,C,20172.01938885424,21,14
2024-03-11,2024-03-12,GVR,C,28866.013217464548,22,5
2024-05-17,2024-05-20,GVR,C,32871.1114980603,23,2
2024-06-26,2024-06-27,GVR,C,35117.873948150605,24,11
2024-10-14,2024-10-15,GVR,C,35459.77258186,25,14
2025-03-11,2025-03-12,GVR,C,32831.81019332161,26,3
2021-12-01,2021-12-02,HAG,A,8780.0,18,5
2023-11-24,2023-11-27,HAG,A,10400.0,21,8
2024-06-03,2024-06-04,HAG,A,15050.0,23,13
2014-07-07,2014-07-08,HAG,C,23205.0,2,16
2015-01-15,2015-01-16,HAG,C,23600.0,3,5
2017-03-21,2017-03-22,HAG,C,9450.0,6,1
2017-05-26,2017-05-29,HAG,C,9030.0,7,5
2017-09-26,2017-09-27,HAG,C,8800.0,8,17
2019-07-04,2019-07-05,HAG,C,5500.0,10,1
2020-04-24,2020-04-27,HAG,C,3590.0,11,6
2020-09-07,2020-09-08,HAG,C,4660.0,12,10
2020-11-26,2020-11-27,HAG,C,4740.0,13,6
2021-04-02,2021-04-05,HAG,C,5750.0,15,12
2021-06-09,2021-06-10,HAG,C,5490.0,16,16
2021-09-17,2021-09-20,HAG,C,5200.0,17,2
2021-12-07,2021-12-08,HAG,C,9800.0,18,9
2023-11-17,2023-11-20,HAG,C,9000.0,21,3
2024-05-17,2024-05-20,HAG,C,15000.0,23,2
2024-10-01,2024-10-02,HAG,C,11000.0,25,5
2025-03-25,2025-03-26,HAG,C,12800.0,26,13
2025-05-23,2025-05-26,HAG,C,13800.0,27,4
2017-04-03,2017-04-04,HCM,A,4903.863377584371,6,10
2017-05-23,2017-05-24,HCM,A,6099.27156585892,7,2
2018-04-02,2018-04-03,HCM,A,13525.879883247511,9,11
2020-11-23,2020-11-24,HCM,A,8607.37810752121,13,3
2021-05-20,2021-05-21,HCM,A,13467.326290679377,16,2
2021-11-29,2021-11-30,HCM,A,23999.79765410335,18,3
2024-03-28,2024-03-29,HCM,A,21815.25659852751,22,18
2014-06-19,2014-06-20,HCM,C,4623.904013117787,2,4
2015-01-15,2015-01-16,HCM,C,4400.302481498093,3,5
2015-10-12,2015-10-13,HCM,C,5312.274685747348,4,3
2016-09-28,2016-09-29,HCM,C,4296.003894736032,5,2
2017-05-23,2017-05-24,HCM,C,6099.27156585892,7,2
2017-09-15,2017-09-18,HCM,C,6301.830400149438,8,10
2018-03-21,2018-03-22,HCM,C,12449.957619807368,9,3
2019-07-04,2019-07-05,HCM,C,8242.333053853981,10,1
2020-05-08,2020-05-11,HCM,C,6194.238173805427,11,14
2020-08-24,2020-08-25,HCM,C,6534.580930607939,12,1
2020-11-23,2020-11-24,HCM,C,8607.37810752121,13,3
2021-03-10,2021-03-11,HCM,C,11655.824520601625,14,7
2021-04-01,2021-04-02,HCM,C,11978.601199633671,15,11
2021-05-20,2021-05-21,HCM,C,13467.326290679377,16,2
2021-09-23,2021-09-24,HCM,C,20164.39344066396,17,6
2021-11-25,2021-11-26,HCM,C,22847.807366706387,18,1
2023-03-31,2023-04-03,HCM,C,12971.098600693223,20,13
2023-12-04,2023-12-05,HCM,C,15736.837207337754,21,14
2024-03-28,2024-03-29,HCM,C,21815.25659852751,22,18
2024-05-17,2024-05-20,HCM,C,21706.180315534875,23,2
2024-09-25,2024-09-26,HCM,C,23731.535399412438,25,1
2020-09-21,2020-09-22,HDB,A,6099.211472363926,12,20
2020-11-27,2020-11-30,HDB,A,7100.059277916019,13,7
2021-05-20,2021-05-21,HDB,A,10422.105362078559,16,2
2024-03-21,2024-03-22,HDB,A,14747.232650780734,22,13
2024-07-09,2024-07-10,HDB,A,15580.23533189178,24,20
2024-09-26,2024-09-27,HDB,A,18245.0567423231,25,2
2018-03-27,2018-03-28,HDB,C,8570.227515554207,9,7
2020-08-24,2020-08-25,HDB,C,5602.533013702369,12,1
2020-11-27,2020-11-30,HDB,C,7100.059277916019,13,7
2021-03-02,2021-03-03,HDB,C,8712.228701112546,14,1
2021-04-02,2021-04-05,HDB,C,9217.049429588225,15,12
2021-05-20,2021-05-21,HDB,C,10422.105362078559,16,2
2021-11-29,2021-11-30,HDB,C,13149.765749810067,18,3
2022-12-16,2022-12-19,HDB,C,8905.607609198001,19,10
2023-03-17,2023-03-20,HDB,C,9210.942727227648,20,3
2023-12-08,2023-12-11,HDB,C,11600.333633250117,21,18
2024-03-11,2024-03-12,HDB,C,14222.749481192297,22,5
2024-05-16,2024-05-17,HDB,C,14963.19630884656,23,1
2024-07-02,2024-07-03,HDB,C,14932.3443576943,24,15
2024-09-25,2024-09-26,HDB,C,17506.260430574104,25,1
2025-03-07,2025-03-10,HDB,C,18157.71028037384,26,1
2025-05-20,2025-05-21,HDB,C,17193.92523364487,27,1
2017-06-13,2017-06-14,HDC,A,3359.6927656508356,7,17
2017-09-22,2017-09-25,HDC,A,4509.281093914116,8,15
2019-07-23,2019-07-24,HDC,A,5130.930956655396,10,14
2020-12-02,2020-12-03,HDC,A,10094.85150242506,13,10
2021-05-25,2021-05-26,HDC,A,18705.166019199376,16,5
2021-09-21,2021-09-22,HDC,A,33865.999985157636,17,4
2014-03-28,2014-03-31,HDC,C,3618.5589025236823,1,8
2014-07-01,2014-07-02,HDC,C,3187.115341068936,2,12
2015-10-15,2015-10-16,HDC,C,2755.6717796141893,4,6
2017-03-21,2017-03-22,HDC,C,2590.7489988645525,6,1
2017-06-13,2017-06-14,HDC,C,3359.6927656508356,7,17
2017-09-22,2017-09-25,HDC,C,4509.281093914116,8,15
2018-04-03,2018-04-04,HDC,C,4183.610792686985,9,12
2019-07-23,2019-07-24,HDC,C,5130.930956655396,10,14
2020-05-13,2020-05-14,HDC,C,5764.178764597043,11,17
2020-09-14,2020-09-15,HDC,C,7571.138626818794,12,15
2020-12-02,2020-12-03,HDC,C,10094.85150242506,13,10
2021-05-20,2021-05-21,HDC,C,16255.679992875646,16,2
2021-09-17,2021-09-20,HDC,C,32010.328753094203,17,2
2021-12-03,2021-12-06,HDC,C,48015.493129641305,18,7
2023-04-03,2023-04-04,HDC,C,19426.558210664036,20,14
2023-11-22,2023-11-23,HDC,C,26494.056067155598,21,6
2024-03-15,2024-03-18,HDC,C,24790.60786584737,22,9
2024-05-17,2024-05-20,HDC,C,24064.929757776696,23,2
2024-09-25,2024-09-26,HDC,C,23840.189573459727,25,1
2025-03-10,2025-03-11,HDC,C,22768.72037914693,26,2
2025-05-29,2025-05-30,HDC,C,22858.009478672997,27,8
2017-04-11,2017-04-12,HDG,A,6101.801186848019,6,15
2018-04-03,2018-04-04,HDG,A,11131.475016357082,9,12
2019-07-16,2019-07-17,HDG,A,11345.112480783924,10,9
2020-11-27,2020-11-30,HDG,A,12763.525154437752,13,7
2021-03-09,2021-03-10,HDG,A,20750.852077528714,14,6
2024-05-23,2024-05-24,HDG,A,26371.661214699012,23,6
2014-03-28,2014-03-31,HDG,C,3857.2944652976066,1,8
2014-06-16,2014-06-17,HDG,C,3958.4220355488546,2,1
2017-03-22,2017-03-23,HDG,C,5752.451398707328,6,2
2017-05-26,2017-05-29,HDG,C,5819.869778874843,7,5
2017-09-01,2017-09-05,HDG,C,6293.111785115531,8,1
2018-03-19,2018-03-20,HDG,C,10226.142482679243,9,1
2019-07-08,2019-07-09,HDG,C,11025.531847522405,10,3
2020-04-17,2020-04-20,HDG,C,8339.741183057453,11,1
2020-09-04,2020-09-07,HDG,C,9867.599279061118,12,9
2020-11-27,2020-11-30,HDG,C,12763.525154437752,13,7
2021-03-02,2021-03-03,HDG,C,18912.168982051488,14,1
2021-04-12,2021-04-13,HDG,C,19393.728840390762,15,18
2021-05-24,2021-05-25,HDG,C,19349.950671450828,16,4
2021-09-17,2021-09-20,HDG,C,25260.003478341918,17,2
2021-11-25,2021-11-26,HDG,C,31958.06332615182,18,1
2023-04-05,2023-04-06,HDG,C,20777.672472187118,20,16
2023-12-05,2023-12-06,HDG,C,22615.697344726726,21,15
2024-05-17,2024-05-20,HDG,C,23694.538030782594,23,2
2024-07-08,2024-07-09,HDG,C,27586.704312527643,24,19
2024-09-25,2024-09-26,HDG,C,26158.266548772168,25,1
2025-03-18,2025-03-19,HDG,C,24997.66086572084,26,8
2025-05-21,2025-05-22,HDG,C,22855.004220087627,27,2
2021-11-30,2021-12-01,HHV,A,19070.219040435393,18,4
2020-11-25,2020-11-26,HHV,C,11854.460484594974,13,5
2021-03-25,2021-03-26,HHV,C,15462.339762515185,14,18
2021-09-22,2021-09-23,HHV,C,15977.751087932358,17,5
2021-11-30,2021-12-01,HHV,C,19070.219040435393,18,4
2023-03-28,2023-03-29,HHV,C,10497.01291799188,20,10
2023-12-04,2023-12-05,HHV,C,13809.206521271553,21,14
2024-09-25,2024-09-26,HHV,C,11436.613756613755,25,1
2025-03-10,2025-03-11,HHV,C,11994.497354497353,26,2
2025-05-21,2025-05-22,HHV,C,11622.574955908289,27,2
2017-06-15,2017-06-16,HPG,A,5987.899704804577,7,19
2017-09-06,2017-09-07,HPG,A,6829.800295211539,8,3
2020-09-17,2020-09-18,HPG,A,10693.026123238298,12,18
2020-11-19,2020-11-20,HPG,A,14773.535113515145,13,1
2024-05-20,2024-05-21,HPG,A,24242.116143582018,23,3
2014-03-28,2014-03-31,HPG,C,3067.1897573559677,1,8
2014-06-17,2014-06-18,HPG,C,3279.313161135752,2,2
2015-01-09,2015-01-12,HPG,C,3373.908733091591,3,1
2015-10-08,2015-10-09,HPG,C,3157.7721838349075,4,1
2016-09-27,2016-09-28,HPG,C,5598.337940295542,5,1
2017-03-29,2017-03-30,HPG,C,5296.205416533552,6,7
2017-05-31,2017-06-01,HPG,C,5456.157929113425,7,8
2017-09-13,2017-09-14,HPG,C,7000.072324732048,8,8
2020-05-07,2020-05-08,HPG,C,8186.816772905273,11,13
2020-09-01,2020-09-03,HPG,C,10462.843564812425,12,7
2020-11-19,2020-11-20,HPG,C,14773.535113515145,13,1
2021-03-03,2021-03-04,HPG,C,19628.29452758811,14,2
2021-04-01,2021-04-02,HPG,C,20423.470638513856,15,11
2021-06-01,2021-06-02,HPG,C,31531.857318612805,16,10
2021-09-28,2021-09-29,HPG,C,30213.25237619809,17,9
2023-04-05,2023-04-06,HPG,C,16325.550090443514,20,16
2023-12-04,2023-12-05,HPG,C,20833.068560890795,21,14
2024-03-07,2024-03-08,HPG,C,23484.55001409508,22,3
2024-05-20,2024-05-21,HPG,C,24242.116143582018,23,3
2024-06-17,2024-06-18,HPG,C,24586.94852941176,24,4
2024-09-25,2024-09-26,HPG,C,21919.88970588235,25,1
2025-03-07,2025-03-10,HPG,C,23420.110294117643,26,1
2025-05-30,2025-06-02,HPG,C,21336.47058823529,27,9
2017-05-26,2017-05-29,HSG,A,16583.72714173433,7,5
2020-05-13,2020-05-14,HSG,A,6271.157322504576,11,17
2020-09-14,2020-09-15,HSG,A,9058.338354728832,12,15
2020-12-07,2020-12-08,HSG,A,13935.90516112128,13,13
2021-05-25,2021-05-26,HSG,A,28150.528425464985,16,5
2024-06-10,2024-06-11,HSG,A,23512.499999999996,23,18
2024-06-17,2024-06-18,HSG,A,24872.72727272727,24,4
2014-07-07,2014-07-08,HSG,C,6477.898772697081,2,16
2015-10-12,2015-10-13,HSG,C,5995.502055581341,4,3
2017-03-28,2017-03-29,HSG,C,14662.563073094052,6,6
2017-05-22,2017-05-23,HSG,C,15020.914920094314,7,1
2020-05-12,2020-05-13,HSG,C,6201.4777966989695,11,16
2020-09-01,2020-09-03,HSG,C,8361.543096672769,12,7
2020-12-07,2020-12-08,HSG,C,13935.90516112128,13,13
2021-06-04,2021-06-07,HSG,C,32400.979499606976,16,13
2022-12-16,2022-12-19,HSG,C,12726.084822958015,19,10
2023-03-29,2023-03-30,HSG,C,15436.694947703585,20,11
2023-12-04,2023-12-05,HSG,C,21063.59265734264,21,14
2024-03-22,2024-03-25,HSG,C,22199.606643356627,22,14
2024-05-17,2024-05-20,HSG,C,21374.999999999996,23,2
2024-06-17,2024-06-18,HSG,C,24872.72727272727,24,4
2024-09-30,2024-10-01,HSG,C,20986.363636363632,25,4
2025-03-11,2025-03-12,HSG,C,18557.38636363636,26,3
2025-06-12,2025-06-13,HSG,C,16450.0,27,18
2015-01-19,2015-01-20,HT1,A,10649.370797841204,3,7
2015-10-09,2015-10-12,HT1,A,13069.682342805114,4,2
2020-08-27,2020-08-28,HT1,A,13037.940552051492,12,4
2020-11-19,2020-11-20,HT1,A,14308.93475681123,13,1
2021-03-23,2021-03-24,HT1,A,16664.44014565317,14,16
2021-10-01,2021-10-04,HT1,A,20896.67891280318,17,12
2014-03-24,2014-03-25,HT1,C,6454.1641199037595,1,4
2014-07-10,2014-07-11,HT1,C,7529.8581398877195,2,19
2015-01-19,2015-01-20,HT1,C,10649.370797841204,3,7
2015-10-08,2015-10-09,HT1,C,12531.835332813134,4,1
2016-09-28,2016-09-29,HT1,C,15382.424485770627,5,2
2017-04-10,2017-04-11,HT1,C,15190.210308429252,6,14
2017-06-06,2017-06-07,HT1,C,14289.09613759023,7,12
2020-05-06,2020-05-07,HT1,C,10905.950273099676,11,12
2020-08-27,2020-08-28,HT1,C,13037.940552051492,12,4
2020-11-19,2020-11-20,HT1,C,14308.93475681123,13,1
2021-03-03,2021-03-04,HT1,C,15870.895376812541,14,2
2021-04-12,2021-04-13,HT1,C,16444.01104319744,15,18
2021-09-29,2021-09-30,HT1,C,20896.67891280318,17,10
2021-12-10,2021-12-13,HT1,C,24496.072837418997,18,12
2023-03-22,2023-03-23,HT1,C,14708.736263736275,20,6
2023-12-04,2023-12-05,HT1,C,12630.219780219786,21,14
2024-03-14,2024-03-15,HT1,C,13525.274725274732,22,8
2024-06-14,2024-06-17,HT1,C,12928.571428571435,24,3
2025-05-27,2025-05-28,HT1,C,11486.538461538466,27,6
2015-01-19,2015-01-20,IMP,A,9338.197302839879,3,7
2017-03-30,2017-03-31,IMP,A,14968.538962031533,6,8
2017-06-16,2017-06-19,IMP,A,15682.686813273438,7,20
2020-08-24,2020-08-25,IMP,A,19316.271080392555,12,1
2020-11-25,2020-11-26,IMP,A,22195.71521660014,13,5
2021-03-08,2021-03-09,IMP,A,26394.90458190287,14,5
2024-03-21,2024-03-22,IMP,A,30903.64066944033,22,13
2024-06-13,2024-06-14,IMP,A,31881.885410055707,24,2
2025-05-26,2025-05-27,IMP,A,54176.05363984673,27,5
2014-03-28,2014-03-31,IMP,C,7969.890019860279,1,8
2014-06-24,2014-06-25,IMP,C,7137.397667555389,2,7
2015-01-12,2015-01-13,IMP,C,8498.359429779333,3,2
2015-10-29,2015-10-30,IMP,C,8949.292787277804,4,16
2016-09-30,2016-10-03,IMP,C,14166.652946208374,5,4
2017-03-23,2017-03-24,IMP,C,14168.693368640535,6,3
2017-06-08,2017-06-09,IMP,C,14686.960666398934,7,14
2017-09-01,2017-09-05,IMP,C,17051.810265225882,8,1
2020-05-14,2020-05-15,IMP,C,16941.219369404982,11,18
