c_yoy,a_cagr,n_proximity,hard_stop,slots,entry_option,CAGR,Sharpe_rf3,MaxDD,MaxDD_duration_days,hit_rate,turnover,total_cost_drag_pct,num_trades,avg_hold_days,sanity_flag,error
0.1,0.1,0.1,0.06,5,A,0.025624420873459286,-0.0355384878083914,-0.15920105486210587,383,0.5454545454545454,4.069631809895159,4.208303823523576,33,38.81818181818182,OK,
0.1,0.1,0.1,0.06,5,C,0.02913973454707941,-0.006607007219461074,-0.1635535126165174,382,0.42,6.344405861691314,6.543229947397907,50,30.3,OK,
0.1,0.1,0.1,0.06,8,A,0.023140367321171196,-0.05141702562633012,-0.16826413277298313,383,0.5263157894736842,4.710630403532994,4.853902194312038,38,36.71052631578947,OK,
0.1,0.1,0.1,0.06,8,C,0.03137508580256365,0.00879800628774312,-0.19758310095040998,382,0.4153846153846154,8.187298099415308,8.438689708159208,65,30.4,OK,
0.1,0.1,0.05,0.08,10,A,0.022309124520873302,-0.057313421093729486,-0.16879763658557279,383,0.5263157894736842,4.702462559246456,4.836658034287715,38,38.05263157894737,OK,
0.1,0.1,0.05,0.08,10,C,0.01661931097003122,-0.09135737346229932,-0.1825439015846472,382,0.43137254901960786,6.201720871317445,6.224441642593374,51,33.529411764705884,OK,
0.1,0.1,0.05,0.1,5,A,0.019326198412582096,-0.08605226431672043,-0.159327491468858,383,0.53125,3.9395662168243493,4.034289079681264,32,41.09375,OK,
0.1,0.1,0.05,0.1,5,C,0.01649401968197428,-0.10446235415319824,-0.169330014124653,382,0.4358974358974359,4.77348724765746,4.793833880228999,39,35.53846153846154,OK,
0.1,0.1,0.05,0.08,5,A,0.02413331846268818,-0.04788713775530902,-0.15852217164260282,383,0.53125,3.94140985469376,4.064243565811349,32,40.46875,OK,
0.1,0.1,0.05,0.08,5,C,0.021608677928371733,-0.06520268591013262,-0.169694179572543,382,0.4358974358974359,4.793218527275206,4.857898730959324,39,35.333333333333336,OK,
0.1,0.1,0.05,0.08,8,A,0.022309124520873302,-0.057313421093729486,-0.16879763658557279,383,0.5263157894736842,4.702462559246456,4.836658034287715,38,38.05263157894737,OK,
0.1,0.1,0.05,0.08,8,C,0.01661931097003122,-0.09135737346229932,-0.1825439015846472,382,0.43137254901960786,6.201720871317445,6.224441642593374,51,33.529411764705884,OK,
0.1,0.1,0.1,0.08,10,A,0.022309124520873302,-0.057313421093729486,-0.16879763658557279,383,0.5263157894736842,4.702462559246456,4.836658034287715,38,38.05263157894737,OK,
0.1,0.1,0.1,0.08,10,C,0.03122427705548958,0.006701470731734451,-0.23055314380166653,382,0.4375,8.04033670243044,8.269006036443736,64,32.609375,OK,
